Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
8/17/21 22:30,Pittsburgh,PA,USA,Circle,3 min,"Hovered at 15 ft , underside had dozens of red lights surrounded by white lights",12/22/22,
8/13/21 22:00,Moapa valley,NV,USA,Other,5-7 minutes,"Fleet of fast moving and zig zagging ""crafts""",12/22/22,
8/9/21 23:00,Goulais River - Horseshoe Bay,ON,Canada,Light,2-3 seconds,Light flew the entire night sky above Lake Superior in 2-3 seconds.,12/22/22,
7/10/21 22:04,Whitehall,null,,Circle,6-8 min,I saw either 6 or 7 distinct white lights that kept its spacing the entire time it was visible in the sky,12/22/22,
7/1/21 21:45,Pueblo,CO,USA,Light,8ish minutes,Four craft leaving earth/mountains southwest of pueblo,12/22/22,
5/18/21 08:20,Indianapolis,IN,USA,Other,,I was driving downhill looked up in front of me it was hovering in the air staying in one place.,12/22/22,
5/12/21 21:43,New York City,NY,USA,Rectangle,Still photo,Strange light above Empire State building.,12/22/22,Yes
5/12/21 17:11,Belmont,MA,USA,Oval,unknown,"Object was photographed, but not seen at the time the photo was taken.",12/22/22,Yes
4/30/21 20:00,?? SANYA,Hainan,China,Triangle,30 seconds,Black Triangle UFO with Seven Dims Yellow Lights,12/22/22,Yes
4/22/21 20:23,San Diego,,American Samoa,Circle,Five minutes,It was night and me and my aunt were looking at the stars and we saw these orange flares that were hovering off.,12/22/22,
4/15/21 18:30,Amsterdam,North Holland,Netherlands The,Cylinder,Will explain later !,i was surprised,12/22/22,Yes
4/15/21 13:00,Redding,CA,USA,Disk,2 minutes,"Dull grey disk, flipping end over end, just below cloud ceiling.",12/22/22,
4/14/21 05:45,Battle Creek,MI,USA,Light,30 seconds,Circle of light alongside a road and disappearing out of sight,12/22/22,
4/4/21 21:14,Roseville,MI,USA,Triangle,45secs,Flying in the sky above the dumpster.,12/22/22,Yes
4/3/21 05:58,Lake Charles,LA,USA,Light,It was an alien more so,Floating red light,12/22/22,
3/1/21 05:00,Muscatine,IA,USA,Light,Up to August 2022 & cont.,"Different types, shapes, formations outside & inside of home",12/22/22,Yes
2/24/21 13:31,Virginia Beach,VA,USA,Light,3-5 seconds,A bright flash of white light from straight ahead that passed directly under our airplane within 3-5 seconds of appearing,12/22/22,
2/15/21 19:30,Albany,NY,USA,Cone,15 minutes,I work security at Memorial hospital and I was doing patrol when I saw the shapes,12/22/22,
2/10/21 19:00,Seymour,CT,USA,Teardrop,10 seconds,Me and My fiance seen a craft the size of a football field glide silently over the road in front of our car.,12/22/22,
2/9/21 19:14,Port Arthur,TX,USA,Circle,About 2 minutes,Looked up and saw a very bright light about 200 yards away coming from the ground area and moving upwards. A second one appeared,12/22/22,
2/1/21 21:00,Magnolia,TX,USA,Orb,About 5 mins,Two small fast moving orbs that glow,12/22/22,
1/1/21 00:05,Hagerstown,MD,USA,Light,3 mins estimate,I have a video.,12/22/22,
1/1/21 00:00,deltona,FL,USA,Light,1 minute,"I saw a light ascend from the trees just after midnight. I thought it was a Roman candle, but it kept traveling & flied off.",12/22/22,
12/26/20 07:49,Shingletown,CA,USA,Orb,24/7 signal progression,multiple real leo orbit satellites beaming property and individual< please come over with cameras its pinned on individual,12/22/22,Yes
12/24/20 19:36,"Glamis, Scotland",Angus,United Kingdom,Light,10-15 minutes,Elliptical light in thick cloud continuously going round,12/22/22,Yes
12/1/20 00:00,Maumelle,AR,USA,Unknown,December 2020-March 2021,Alien life communicated me with frequencies of sound that I thought were Havana Syndrome.,12/22/22,
11/19/20 19:00,Snohomish,WA,USA,Light,10-15min,Light hovering 200� over ridge line viewed for 10-15min from multiple angles,12/22/22,
11/1/20 13:40,Pine Valley,CA,USA,Other,5 seconds,"Saw a school bus sized silver pointy on one end cigar type craft roughly 50 ft in front and 50 ft above me in my car, rotated 3 times.",12/22/22,
10/19/20 11:20,Mojave Airport,CA,USA,Teardrop,3 seconds,"While photographing T-38s F-18s practicing at KMHV , teardrop vehicle flew by at tremendous speeds as T-38 was rotating .",12/22/22,Yes
9/4/20 00:00,Tucson,AZ,USA,Triangle,At least 5 min of visual,Large metal traingle cruising no sound.,12/22/22,
8/22/20 19:30,horicon,WI,USA,Circle,10 minutes,Stationary white reflective disk very high in the sky with 2 smaller objects flying nonlinearly near it.,12/22/22,
8/18/20 23:58,Peterborough,ON,Canada,Triangle,Seen 4 green triangle s.,4 Green triangles,12/22/22,
8/12/20 22:00,East Kilbride,South Lanarkshire,United Kingdom,Disk,30-40 seconds,Seen for 30-40 seconds,12/22/22,
7/25/20 15:00,Mason city,IL,USA,Cylinder,15 seconds,White cylinder with no wings or tail flying west to east high altitude and high speed,12/22/22,
7/20/20 23:51,Rochester,WA,USA,Unknown,53 sec.,I saw a bright light with a light tail traveling at a high speed from N to NE. then it disappeared.,12/22/22,
7/14/20 14:00,Huntsville,TX,USA,Cigar,6 weeks,Saw the tic tac over my house to the left about 500ft up about 2 weeks later saw camouflage thing at 50 ft in my yard,12/22/22,
7/13/20 13:30,Oxford,MI,USA,Sphere,1 to 2 minutes,Saw a silver / gray sphere in the sky with a faint multicolored Halo effect surrounding it.,12/22/22,
7/12/20 06:26,North Myrtle Beach,SC,USA,Other,11 minutes,Craft photographed in 2020 showing construction details in front of rising sun and 53 weeks later photograhed again showing details.,12/22/22,Yes
7/7/20 23:00,Morehead City,NC,USA,Light,1 hour,Me and a friend saw 2 lights flying in the sky,12/22/22,
7/4/20 22:33,Los Angeles,CA,USA,Fireball,Lasted around 5 minutes,Saw 2 orbs I have a video,12/22/22,
5/28/20 22:30,Houston,TX,USA,Unknown,10 to 15 minutes,Could of been one craft moving closer or a few in formation moving together.,12/22/22,Yes
5/3/20 01:30,Mabton,WA,USA,Disk,2 hours,Was one flying saucer every window had a flashing light different colors less then a mile away. Watched it for 2hours only remember 30m,12/22/22,
4/25/20 09:45,Cosby,TN,USA,Oval,,Looked at the night sky then told my dad to come and see,12/22/22,
4/14/20 02:30,Beaufort,SC,USA,Triangle,unsure memory loss,The craft was hovering in the parking lot silently. It was a triangular shape. It was flashing purple and red lights.,12/22/22,
2/20/20 16:35,Mitchell,IN,USA,Cylinder,God said end of times,God spoke to me and said end of times,12/22/22,Yes
2/20/20 10:38,Clemville,TX,USA,Circle,35 minutes,"Rocket,Sun and ball of light.",12/22/22,
1/11/20 23:00,Dingwall,Highland,United Kingdom,Sphere,5 to 6 minutes,Orange ball of light.,12/22/22,
12/30/19 19:24,Cornelius,NC,USA,Unknown,6 seconds,"I was testing out the new telescope we got for Christmas, using the attach your phone feature. Upon review of the video we saw a ufo",12/22/22,Yes
12/19/19 15:00,In flight,TN,USA,Changing,3 to 5 minutes,"Black line shaped craft keeping same speed as plane then closed in, changed angle when got closer and reflected sunlight",12/22/22,
12/7/19 22:00,,County Offaly,Ireland,Circle,8-10 minutes,Read in details,12/22/22,
11/28/19 23:20,Terre haute,IN,USA,Circle,20min+,saw these lights,12/22/22,
11/28/19 22:38,Terre haute,,,Circle,30min +,4 lights going in circles,12/22/22,
11/21/19 20:38,EL PASO,TX,USA,Disk,About 2 minutes maybe mor,Saw this light formation in the cloud looks like it was rotating,12/22/22,
11/15/19 21:00,Arbutus,MD,USA,Fireball,6-8 seconds,"Very large, slow descending green fireball",12/22/22,
11/9/19 00:00,Havre de Grace,MD,USA,Unknown,unkown.30mins-2hrs,UFO outside house (only seen from inside) abduction through walls/roof (?),12/22/22,
10/25/19 01:30,kawakawa,Northland Region,New Zealand,Orb,2 to 3 minutes,newzealand farm sighting,12/22/22,
10/19/19 11:30,Pleasant Point,Canterbury Region,New Zealand,Disk,Seen for a total of 20 se,Seen a craft going from west to east,12/22/22,
9/17/19 20:17,ross,OH,USA,Disk,10 to 15 minets,A bright red dot in the sky large still and high up,12/22/22,
8/17/19 02:15,Oroville,CA,USA,Teardrop,5 seconds,The space craft looked just like the craft in the movie Predator.,12/22/22,
8/8/19 20:30,Mount vernon,WA,USA,Formation,About 5 minutes,A straight line formation of 25-30 silent lights,12/22/22,
8/3/19 22:20,London,London Borough of Bromley,United Kingdom,Changing,10 minutes,2 aircraft that seemed to have split into multiple,12/22/22,
5/18/19 17:08,Tustin,CA,USA,Circle,40 seconds,I saw a round large ufo with square spots on it's bottom and a round one in the middle.,12/22/22,
5/4/19 02:51,Palm Bay,FL,USA,Circle,30sec,"Bright White Pentagon shaped lights , really high in the sky directly above me",12/22/22,Yes
4/24/19 14:00,Star Valley,AZ,USA,Unknown,2 or 3 minutes,"I did not see a craft. However, I heard and felt what seemed like a very large craft that was moving at a slow place moving directly me",12/22/22,
4/13/19 23:25,Bartlett,IL,USA,Cross,Hour-ish,Plus signs with lights on each tip moving erratically,12/22/22,
1/10/19 13:00,Keswick,Cumbria,United Kingdom,Orb,Ten minutes,Glowing orb flying at angles,12/22/22,
10/30/18 16:00,New york,NY,USA,Circle,5 minutes,Many people saw these lights in the sky in the middle of the day in Central Park,12/22/22,
10/6/18 23:30,Round Top,TX,USA,Triangle,3-5 Minutes,"5 large perfectly circular white lights in a triangle shape, dark triangle silhouette behind lights, slow and close overhead no sound.",12/22/22,Yes
7/1/18 17:51,Pleasanton,TX,USA,Cigar,1 minute,This what I was told by the witness some years ago.,12/22/22,
6/22/18 20:24,Puyalup,WA,USA,Sphere,5 to 8 mins,I was riding in the bacc seat of my friends car while those two were in the front seats as I was lookin out the bacc window an seen it,12/22/22,
5/5/18 19:34,Valrico,FL,USA,Other,3 minutes,There were two standing figures and then flew away.,12/22/22,Yes
11/24/17 08:26,Harmony,NC,USA,Disk,60-90 seconds,A silver disk about a half mile away,12/22/22,
10/10/17 20:40,Rural area east of Billings,MT,USA,Egg,10 minutes,Craft was utterly silent and extremelt slow moving.,12/22/22,
10/2/17 17:00,San Francisco,CA,USA,Other,8-10 minutes,Object below port side wing of commercial airline,12/22/22,
3/28/17 16:37,North Redington Beach,FL,USA,Chevron,4 seconds,Observed traveling towards MacDill AFB in the Flight Path,12/22/22,Yes
2/15/17 19:30,Seattle,WA,USA,Cigar,60 seconds,"Mirror-like cigar shaped craft slowed to a stop above us, rotated and then climbed in altitude so fast it was gone in a moment.",12/22/22,
12/1/16 18:56,Newark,OH,USA,Light,"Unsure, I do not recall",Video of light moving down and then back up before disappearing,12/22/22,
10/21/16 19:30,Madison,AL,USA,Triangle,3:00,"Saw a triangular shaped craft in the Madison, Alabama area.",12/22/22,
8/13/16 11:00,Near Hinton,WV,USA,Fireball,Observation of 3-5 mins,The ball of fire came across the bridge possibly 200ft from the top of the bridge,12/22/22,
11/20/15 17:43,Brownfield,TX,USA,Cylinder,26 sec video,"Please see video, can clearly see flying object",12/22/22,
10/14/15 21:35,Natrona Heights,PA,USA,Diamond,6 to 8 minutes,I'm not sure the exact date but I know it was night time probably around 9:00 9:30 and it was in 2015,12/22/22,
10/6/15 14:00,Menasha,WI,USA,Disk,Seconds,Upstairs window 2 feet outside window - window closed -,12/22/22,
10/6/15 07:00,McDonough,GA,USA,Orb,10 minutes,"Bright flying orbs in Hampton, Georgia.",12/22/22,
8/19/15 00:00,Newton,MA,USA,Changing,5 minutes,"A land-based unidentified object; ethereal, shape-changing, and moving in an apparent orderly manner across 50 feet",12/22/22,
7/4/15 22:05,Bristol,RI,USA,Orb,13 minutes,"Orange <https: s.w.org="""" images="""" core="""" emoji="""" 14.0.0="""" 72x72="""" 1f7e0.png=""""> Orb</https:>",12/22/22,
7/1/15 17:31,Port Blair,Andaman and Nicobar Islands,India,Unknown,,Mystery thing,12/22/22,Yes
6/14/15 01:00,Beeville,TX,USA,Light,5 - 10 minutes,I've reported my sighting here before but I didn't tell the whole story and I wanted to update it. I can give better details on phone,12/22/22,
8/14/14 22:00,Seattle,WA,USA,Triangle,5 seconds,"Three lights in triangular formation zip across sky, seem to sense detection",12/22/22,
4/10/14 21:54,road 35 between Zajecar-Negotin,Zajecar District,Serbia,Circle,5mins +-,"there were many cars on the road, when looking east we could see orange flashes behind hills, tornado started forming above them",12/22/22,
2/1/14 23:00,Portland,OR,USA,Triangle,about five minutes or so,"Triangular shaped dark aircraft with 3 notable circular things on each corner, was hovering for 5 minutes before completely disappear",12/22/22,
11/15/13 17:45,Garden City,ID,USA,Light,1 minute,"Light was size of thumbnail, stationary, then collapsed in on itself and disappeared",12/22/22,
10/5/13 23:00,Deer Isle,ME,USA,Light,10 seconds,Beam of light descends from clear sky from an undetermined craft,12/22/22,
5/4/13 03:15,New York City (Queens),NY,USA,Fireball,25 seconds,Observed bright band of bursting light stream across the sky. It was moving in a direction from nne to ssw. The band of streaking ligh,12/22/22,
11/6/12 16:30,Germantown,NY,USA,Triangle,Less than an hour,Began as a bright blue ball of light and then a triangle craft with a bright white light coming from the inner front of craft,12/22/22,
6/1/12 13:00,London,,United Kingdom,Other,about 15 minutes,Living in the basement flat of a large house the first sight i see going up the steps is the sky. On a almost clear sky i noted a flash,12/22/22,
4/4/12 02:30,Morton,IL,USA,Disk,About 5 - 6 minutes,Portal,12/22/22,
4/1/12 15:00,West Seattle,WA,USA,Circle,About a minute- 2 minutes,I heard a humming noice (sounded like a microwave) the craft traveled directly over me about 100 feet or so.,12/22/22,
3/17/12 23:50,Near Eva,OK,USA,Sphere,15 seconds,"A ball, bright as an LED, 15 feet away from us, stayed infront of our car for about 10 seconds at 110MPH then disappear in the horizon",12/22/22,Yes
12/23/11 23:45,West Palm Beach county,FL,USA,Other,7 minutes,David,12/22/22,
12/14/11 00:30,Longmont,CO,USA,Other,A minute and 30 seconds,I was living with my uncle at the time I tried to let his dogs outside early morning smoking a cigarette and I looked up and spotted it,12/22/22,Yes
10/12/11 01:00,Mobile,AL,USA,Disk,6 seconds,Recorded by a security camera .,12/22/22,Yes
6/14/11 20:00,Sacramento,CA,USA,Triangle,3 minutes,One thing that stuck out most was that it had a row of what looked liked the Flux compositor like back to the future,12/22/22,
12/1/10 15:00,Paris,,USA,Changing,5 minutes tops,"Shapeshifting, cloaking, change colors, extremely fast",12/22/22,
11/16/10 10:02,Albuqueruque,NM,USA,Sphere,,Flyover sighted by a tenant of mine. I still have his name.,12/22/22,
8/13/10 12:21,Portsmouth,NH,USA,Chevron,16 seconds,"It was the machine. It had port holes that protruded the outer layer. It was small and fast, it disappeared quick.",12/22/22,
12/5/08 00:41,Point Mugu,CA,USA,Disk,Less than 1 minute,Didn�t see it till I was looking at the pictures weeks later.,12/22/22,Yes
7/17/07 05:45,Mt.Comfort,IN,USA,Teardrop,1 minuet,Solid white teardrop object,12/22/22,
5/15/07 23:00,Gladewater,TX,USA,Unknown,18 months,"Visited by the same ""craft"" on three seperate dates, just waiting for an explanation",12/22/22,
